,date,RIVN_close,RIVN_STD
0,2022-03-14 10:05:00,35.47,0.9369639881828327
1,2022-03-14 10:10:00,35.97,0.8960122090618177
2,2022-03-14 10:15:00,35.97,0.829525695073898
3,2022-03-14 10:20:00,35.99,0.7362692606936506
4,2022-03-15 10:20:00,33.95,0.9220026952238008
5,2022-03-15 10:25:00,34.2,0.7025043084090566
6,2022-03-15 10:35:00,34.78,0.42994178640477043
7,2022-03-16 09:50:00,38.93,0.4732131510090399
8,2022-03-16 09:55:00,40.24,0.7562978238823193
9,2022-03-16 10:00:00,40.1701,0.907515731393857
10,2022-03-16 10:05:00,40.07,0.9776174887155478
11,2022-03-16 10:10:00,39.845,0.975320844490187
12,2022-03-16 10:40:00,40.7899,0.7067699696507733
13,2022-03-16 10:45:00,40.58,0.5525022623703957
14,2022-03-16 10:50:00,40.1901,0.35388873444036806
15,2022-03-16 10:55:00,40.06,0.36485334538212993
16,2022-03-16 11:00:00,40.3,0.3598454317799462
17,2022-03-16 14:35:00,38.485,0.5814409537103828
18,2022-03-16 14:45:00,39.89,0.5255695533218293
19,2022-03-16 14:50:00,39.99,0.5231914223970195
20,2022-03-16 14:55:00,40.39,0.5994720714677366
21,2022-03-16 15:00:00,40.41,0.6397685596560414
22,2022-03-16 15:05:00,40.2784,0.688215465016594
23,2022-03-16 15:10:00,40.74,0.7657840297547414
24,2022-03-16 15:15:00,40.92,0.8074132742152166
25,2022-03-16 15:20:00,40.9653,0.861611744278677
26,2022-03-16 15:25:00,40.7362,0.8228372251030682
27,2022-03-16 15:30:00,40.8892,0.7497864642987577
28,2022-03-17 09:55:00,41.54,0.45947388358558394
29,2022-03-17 10:00:00,42.4,0.5773420757440884
30,2022-03-17 10:05:00,42.51,0.6564516596943015
31,2022-03-17 10:10:00,42.535,0.6921325201540512
32,2022-03-17 10:15:00,41.9096,0.6474096356742699
33,2022-03-17 10:20:00,41.43,0.5787483568929733
34,2022-03-17 10:25:00,41.145,0.5608591231859046
35,2022-03-17 10:30:00,41.105,0.5294495655154502
36,2022-03-17 10:35:00,40.79,0.5867714809952402
37,2022-03-17 10:40:00,40.63,0.6580415488403869
38,2022-03-17 10:45:00,39.99,0.7949103521020717
39,2022-03-17 10:50:00,39.73,0.9340232005101161
40,2022-03-18 09:40:00,42.805,0.48282644248309375
41,2022-03-18 09:45:00,43.45,0.6303051888860135
42,2022-03-18 09:50:00,43.955,0.8045062052232321
43,2022-03-18 09:55:00,43.3,0.820908176498857
44,2022-03-18 10:00:00,43.82,0.876264673028199
45,2022-03-18 10:05:00,44.295,0.934653801204649
46,2022-03-18 10:10:00,44.851,1.024685527923856
47,2022-03-18 10:15:00,45.0,1.0543601999016183
48,2022-03-18 10:20:00,44.58,0.9771016235027544
49,2022-03-18 10:25:00,44.279,0.8050918830962491
50,2022-03-18 10:30:00,44.07,0.7335074466170128
51,2022-03-21 09:55:00,44.9,0.35241528307161324
52,2022-03-21 10:00:00,44.8324,0.4284020041934858
53,2022-03-21 10:05:00,44.59,0.5183930925553717
54,2022-03-21 10:10:00,43.75,0.7218396877235081
55,2022-03-21 10:15:00,43.51,0.8872427693379554
56,2022-03-21 10:20:00,43.075,1.0548890958151833
57,2022-03-21 10:55:00,43.05,0.7322457090412349
58,2022-03-21 11:00:00,43.621,0.5764687078554936
59,2022-03-21 11:05:00,43.445,0.40340393124342633
60,2022-03-21 11:10:00,43.71,0.39817371523020834
61,2022-03-21 11:15:00,43.845,0.43555419756372005
62,2022-03-21 11:20:00,43.97,0.4892924281321855
63,2022-03-21 11:25:00,43.97,0.5148289209815199
64,2022-03-21 11:30:00,44.44,0.509443278729454
65,2022-03-22 10:25:00,45.57,0.7479765874536747
66,2022-03-22 10:30:00,45.2988,0.5521543319470804
67,2022-03-22 10:35:00,45.3234,0.43872152994054897
68,2022-03-24 10:05:00,46.4085,0.606653247458244
69,2022-03-24 10:10:00,45.58,0.7125103267194949
70,2022-03-24 10:15:00,45.405,0.820518440460937
71,2022-03-24 10:20:00,44.98,0.9642912983668999
72,2022-03-24 10:25:00,44.97,1.0724167604556054
73,2022-03-24 10:30:00,45.4198,1.1125744187230764
74,2022-03-24 10:35:00,45.66,1.09779070323357
75,2022-03-24 10:40:00,45.7696,0.9878389687120165
76,2022-03-25 10:00:00,48.11,0.3187173882316522
77,2022-03-25 10:05:00,47.56,0.4016011713552373
78,2022-03-25 10:10:00,47.07,0.5476292862439331
79,2022-03-25 10:15:00,46.86,0.6649719192069722
80,2022-03-25 10:20:00,46.75,0.7494387305907696
81,2022-03-25 10:25:00,46.685,0.7974953084313718
82,2022-03-25 10:30:00,46.545,0.821147655123875
83,2022-03-28 09:55:00,47.5193,0.5375483780907133
84,2022-03-28 10:00:00,47.57,0.5294010723250405
85,2022-03-28 10:05:00,46.1711,0.5654811523264673
86,2022-03-28 10:10:00,46.2,0.6065165018116072
87,2022-03-28 10:15:00,46.24,0.640263506596204
88,2022-03-29 10:00:00,49.0,0.7786960849571041
89,2022-03-30 10:25:00,52.78,0.5427577106102776
90,2022-03-30 11:00:00,55.1,1.1510357418508013
91,2022-03-30 11:05:00,55.2112,1.2169873985004998
92,2022-03-30 11:10:00,54.5105,1.14094209992524
93,2022-04-01 10:05:00,48.35,0.9046488649133378
94,2022-04-01 10:10:00,48.5297,0.9020981886948203
95,2022-04-01 10:15:00,48.43,0.8830084197328537
96,2022-04-04 10:10:00,46.08,0.31561462536123763
97,2022-04-04 10:15:00,45.94,0.3345395083558601
98,2022-04-04 10:20:00,45.77,0.35716565325219723
99,2022-04-04 10:25:00,45.88,0.35412183316858187
100,2022-04-05 09:55:00,44.15,0.7159006404306287
101,2022-04-05 10:00:00,44.76,0.7783829973768063
102,2022-04-05 10:05:00,44.4154,0.860838765742602
103,2022-04-05 10:10:00,44.07,0.9415753491786685
104,2022-04-05 10:15:00,44.05,0.989183014441538
105,2022-04-05 10:20:00,43.93,1.001559665388086
106,2022-04-05 10:25:00,44.31,0.933659826930094
107,2022-04-05 10:30:00,43.97,0.7676466633131199
108,2022-04-05 10:35:00,43.86,0.638471142414197
109,2022-04-05 10:40:00,43.7,0.5230148091638643
110,2022-04-05 10:45:00,43.485,0.48953346497653405
111,2022-04-05 10:50:00,43.77,0.3426159365799398
112,2022-04-05 10:55:00,43.84,0.34517955099162834
113,2022-04-06 10:00:00,41.33,0.8311118875908886
114,2022-04-06 10:05:00,40.8035,0.8907410719141782
115,2022-04-06 10:10:00,40.66,0.9153636251707035
116,2022-04-06 10:15:00,40.63,0.9110086183177493
117,2022-04-06 10:20:00,40.84,0.8488535706865646
118,2022-04-06 10:25:00,40.385,0.7894601854857886
119,2022-04-06 10:30:00,40.065,0.5573897822131684
120,2022-04-06 10:35:00,40.26,0.530479733923432
121,2022-04-06 14:15:00,40.27,0.43382612588164277
122,2022-04-06 14:20:00,40.17,0.4833004821620499
123,2022-04-06 14:25:00,40.32,0.520406855692731
124,2022-04-06 14:30:00,40.35,0.5501217151799966
125,2022-04-06 14:35:00,41.095,0.5515616603326838
126,2022-04-06 14:40:00,40.87,0.541846415394813
127,2022-04-06 14:45:00,40.95,0.5009944655810651
128,2022-04-06 14:50:00,40.8817,0.4012272063728217
129,2022-04-06 14:55:00,41.055,0.37131865541742265
130,2022-04-06 15:00:00,41.11,0.3730745293732389
131,2022-04-06 15:05:00,41.13,0.3668660455481714
132,2022-04-06 15:10:00,40.7988,0.36579630560509985
133,2022-04-06 15:15:00,40.95,0.33613935274984896
134,2022-04-07 10:10:00,39.705,0.3863839410758694
135,2022-04-07 10:15:00,39.98,0.3857601125917177
136,2022-04-07 10:20:00,39.8357,0.37539091099502536
137,2022-04-07 10:25:00,39.663,0.35636090575225526
138,2022-04-07 10:45:00,39.03,0.3516645469159868
139,2022-04-07 10:50:00,39.0967,0.34219047149928156
140,2022-04-07 10:55:00,39.12,0.373690542849538
141,2022-04-07 11:55:00,37.9583,0.31963181043047784
142,2022-04-07 12:00:00,38.01,0.3351172151283935
143,2022-04-08 10:00:00,38.47,0.3892363720546414
144,2022-04-08 10:05:00,38.78,0.4146865724016525
145,2022-04-08 10:10:00,38.62,0.4575314603323369
146,2022-04-08 10:15:00,38.68,0.47732166993313224
147,2022-04-08 10:35:00,39.3397,0.4157022707125397
148,2022-04-08 10:40:00,39.73,0.43422004161741773
149,2022-04-08 11:00:00,40.09,0.5032292227235069
